,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
6195,"And those huge tax breaks aren't coming to the big multinational corporations anymore, not when it adversely affects the people who live in a state and, in this case, in a country who should be benefiting at the same time.",42,34_2008,6,6,23268,23491,,"{""O"": 32, ""Claim"": 13}",O,"And those huge tax breaks aren't coming to the big multinational corporations anymore, not when it adversely affects the people who live in a state and, in this case, in a country who should be benefiting at the same time.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1345.0,1358.2,NOT_FOUND
6196,"So it was Barack Obama who voted for that energy plan that gave those tax breaks to the oil companies that I then had to turn around, as a governor of an energy-producing state, and kind of undo in my own area of expertise, and that's energy.",42,34_2008,7,7,23491,23734,,"{""O"": 33, ""Premise"": 19}",O,"So it was Barack Obama who voted for that energy plan that gave those tax breaks to the oil companies that I then had to turn around, as a governor of an energy-producing state, and kind of undo in my own area of expertise, and that's energy.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1358.2,1373.2,NOT_FOUND
6197,PALIN: There is not.,44,34_2008,0,0,23929,23950,,"{""O"": 3, ""Claim"": 3}",O, There is not.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1381.52,1382.64,NOT_FOUND
6198,"And how long have I been at this, like five weeks?",44,34_2008,1,1,23950,24001,,"{""O"": 13}",O,"And how long have I been at this, like five weeks?",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,1382.64,1384.96,NOT_FOUND
6199,"So there hasn't been a whole lot that I've promised, except to do what is right for the American people, put government back on the side of the American people, stop the greed and corruption on Wall Street.And the rescue plan has got to include that massive oversight that Americans are expecting and deserving.",44,34_2008,2,2,24001,24313,,"{""O"": 6, ""Claim"": 27, ""Premise"": 27}",Claim,"So there hasn't been a whole lot that I've promised, except to do what is right for the American people, put government back on the side of the American people, stop the greed and corruption on Wall Street.And the rescue plan has got to include that massive oversight that Americans are expecting and deserving.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1384.96,1401.0,NOT_FOUND
6200,"And I don't believe that John McCain has made any promise that he would not be able to keep, either.",44,34_2008,3,3,24313,24414,,"{""O"": 4, ""Claim"": 19}",Claim,"And I don't believe that John McCain has made any promise that he would not be able to keep, either.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1401.0,1406.4,NOT_FOUND
6201,"BIDEN: Again, let me -- let's talk about those tax breaks.",46,34_2008,0,0,24433,24492,,"{""O"": 15}",O," Again, let me -- let's talk about those tax breaks.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,1407.36,1410.16,NOT_FOUND
6202,"Barack Obama -- Obama voted for an energy bill because, for the first time, it had real support for alternative energy.When there were separate votes on eliminating the tax breaks for the oil companies, Barack Obama voted to eliminate them.",46,34_2008,1,1,24492,24733,,"{""O"": 11, ""Claim"": 6, ""Premise"": 27}",Premise,"Barack Obama -- Obama voted for an energy bill because, for the first time, it had real support for alternative energy.When there were separate votes on eliminating the tax breaks for the oil companies, Barack Obama voted to eliminate them.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,1410.16,1425.72,NOT_FOUND
6203,John did not.,46,34_2008,2,2,24733,24747,,"{""Premise"": 3, ""O"": 1}",Premise,John did not.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1425.72,1426.12,NOT_FOUND
6204,"And let me just ask a rhetorical question: If John really wanted to eliminate them, why is he adding to his budget an additional $4 billion in tax cuts for ExxonMobils of the world that, in fact, already have made $600 billion since 2001?",46,34_2008,3,3,24747,24986,,"{""O"": 10, ""Premise"": 41}",Premise,"And let me just ask a rhetorical question: If John really wanted to eliminate them, why is he adding to his budget an additional $4 billion in tax cuts for ExxonMobils of the world that, in fact, already have made $600 billion since 2001?",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1426.12,1441.6,NOT_FOUND
6205,"And, look, I agree with the governor.",46,34_2008,4,4,24986,25024,,"{""O"": 5, ""Claim"": 5}",O,"And, look, I agree with the governor.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,1441.6,1443.52,NOT_FOUND
6206,She imposed a windfall profits tax up there in Alaska.,46,34_2008,5,5,25024,25079,,"{""Premise"": 10, ""O"": 1}",Premise,She imposed a windfall profits tax up there in Alaska.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1443.52,1447.08,NOT_FOUND
6207,That's what Barack Obama and I want to do.,46,34_2008,6,6,25079,25122,,"{""Claim"": 10, ""O"": 1}",Claim,That's what Barack Obama and I want to do.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1447.08,1449.16,NOT_FOUND
6208,"We want to be able to do for all of you Americans, give you back $1,000 bucks, like she's been able to give back money to her folks back there.",46,34_2008,7,7,25122,25266,,"{""Claim"": 34, ""O"": 1}",Claim,"We want to be able to do for all of you Americans, give you back $1,000 bucks, like she's been able to give back money to her folks back there.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1449.16,1455.72,NOT_FOUND
6209,But John McCain will not support a windfall profits tax.,46,34_2008,8,8,25266,25323,,"{""Claim"": 10, ""O"": 1}",Claim,But John McCain will not support a windfall profits tax.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1455.72,1459.4,NOT_FOUND
6210,"They've made $600 billion since 2001, and John McCain wants to give them, all by itself -- separate, no additional bill, all by itself -- another $4 billion tax cut.",46,34_2008,9,9,25323,25489,,"{""Premise"": 37, ""O"": 1}",Premise,"They've made $600 billion since 2001, and John McCain wants to give them, all by itself -- separate, no additional bill, all by itself -- another $4 billion tax cut.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1459.4,1472.24,NOT_FOUND
6211,"If that is not proof of what I say, I'm not sure what can be.",46,34_2008,10,10,25489,25551,,"{""O"": 18}",O,"If that is not proof of what I say, I'm not sure what can be.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,1472.24,1475.72,NOT_FOUND
6212,"So I hope the governor is able to convince John McCain to support our windfall profits tax, which she supported in Alaska, and I give her credit for it.",46,34_2008,11,11,25551,25704,,"{""O"": 32}",O,"So I hope the governor is able to convince John McCain to support our windfall profits tax, which she supported in Alaska, and I give her credit for it.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,1475.72,1483.6,NOT_FOUND
6213,"PALIN: Yes, I would have.",48,34_2008,0,0,25988,26014,,"{""O"": 3, ""Claim"": 5}",Claim," Yes, I would have.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1496.8,1498.4,NOT_FOUND
6214,"But here, again, there have -- there have been so many changes in the conditions of our economy in just even these past weeks that there has been more and more revelation made aware now to Americans about the corruption and the greed on Wall Street.We need to look back, even two years ago, and we need to be appreciative of John McCain's call for reform with Fannie Mae, with Freddie Mac, with the mortgage-lenders, too, who were starting to really kind of rear that head of abuse.",48,34_2008,1,1,26014,26497,,"{""O"": 12, ""Premise"": 51, ""Claim"": 35}",Premise,"But here, again, there have -- there have been so many changes in the conditions of our economy in just even these past weeks that there has been more and more revelation made aware now to Americans about the corruption and the greed on Wall Street.We need to look back, even two years ago, and we need to be appreciative of John McCain's call for reform with Fannie Mae, with Freddie Mac, with the mortgage-lenders, too, who were starting to really kind of rear that head of abuse.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1498.4,1526.72,NOT_FOUND
6215,And the colleagues in the Senate weren't going to go there with him.,48,34_2008,2,2,26497,26566,,"{""Premise"": 14, ""O"": 1}",Premise,And the colleagues in the Senate weren't going to go there with him.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,1526.72,1529.84,NOT_FOUND
6216,So we have John McCain to thank for at least warning people.,48,34_2008,3,3,26566,26627,,"{""O"": 2, ""Claim"": 11}",Claim,So we have John McCain to thank for at least warning people.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1529.84,1532.92,NOT_FOUND
6217,"And we also have John McCain to thank for bringing in a bipartisan effort people to the table so that we can start putting politics aside, even putting a campaign aside, and just do what's right to fix this economic problem that we are in.",48,34_2008,4,4,26627,26867,,"{""O"": 2, ""Claim"": 17, ""Premise"": 30}",Premise,"And we also have John McCain to thank for bringing in a bipartisan effort people to the table so that we can start putting politics aside, even putting a campaign aside, and just do what's right to fix this economic problem that we are in.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1532.92,1547.24,NOT_FOUND
6218,It is a crisis.,48,34_2008,5,5,26867,26883,,"{""Claim"": 4, ""O"": 1}",Claim,It is a crisis.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1547.24,1548.12,NOT_FOUND
6219,"It's a toxic mess, really, on Main Street that's affecting Wall Street.",48,34_2008,6,6,26883,26955,,"{""Claim"": 16, ""O"": 1}",Claim,"It's a toxic mess, really, on Main Street that's affecting Wall Street.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1548.12,1552.24,NOT_FOUND
6220,And now we have to be ever vigilant and also making sure that credit markets don't seize up.,48,34_2008,7,7,26955,27048,,"{""O"": 2, ""Claim"": 18}",Claim,And now we have to be ever vigilant and also making sure that credit markets don't seize up.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1552.24,1557.44,NOT_FOUND
6221,"That's where the Main Streeters like me, that's where we would really feel the effects.",48,34_2008,8,8,27048,27136,,"{""Claim"": 18, ""O"": 1}",Claim,"That's where the Main Streeters like me, that's where we would really feel the effects.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1557.44,1561.92,NOT_FOUND
6222,"BIDEN: Well, mortgage-holders didn't pay the price.",50,34_2008,0,0,27297,27349,,"{""O"": 5, ""Claim"": 6}",Claim," Well, mortgage-holders didn't pay the price.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1570.6,1572.96,NOT_FOUND
6223,Only 10 percent of the people who are -- have been affected by this whole switch from Chapter 7 to Chapter 13 -- it gets complicated.But the point of this -- Barack Obama saw the glass as half- empty.,50,34_2008,1,1,27349,27550,,"{""Claim"": 36, ""O"": 4}",Claim,Only 10 percent of the people who are -- have been affected by this whole switch from Chapter 7 to Chapter 13 -- it gets complicated.But the point of this -- Barack Obama saw the glass as half- empty.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1572.96,1586.04,NOT_FOUND
6224,I saw it as half-full.,50,34_2008,2,2,27550,27573,,"{""Claim"": 5, ""O"": 1}",Claim,I saw it as half-full.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1586.04,1587.68,NOT_FOUND
6225,"We disagreed on that, and 85 senators voted one way, and 15 voted the other way.",50,34_2008,3,3,27573,27654,,"{""O"": 19}",O,"We disagreed on that, and 85 senators voted one way, and 15 voted the other way.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,1587.68,1592.96,NOT_FOUND
6226,But here's the deal.,50,34_2008,4,4,27654,27675,,"{""O"": 6}",O,But here's the deal.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,1592.96,1594.12,NOT_FOUND
6227,Barack Obama pointed out two years ago that there was a subprime mortgage crisis and wrote to the secretary of Treasury.,50,34_2008,5,5,27675,27796,,"{""Premise"": 21, ""O"": 1}",Premise,Barack Obama pointed out two years ago that there was a subprime mortgage crisis and wrote to the secretary of Treasury.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1594.12,1601.84,NOT_FOUND
6228,"And he said, ""You'd better get on the stick here.",50,34_2008,6,6,27796,27846,,"{""Premise"": 14}",Premise,"And he said, ""You'd better get on the stick here.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1601.84,1604.16,NOT_FOUND
6229,"You'd better look at it.""",50,34_2008,7,7,27846,27872,,"{""Premise"": 8}",Premise,"You'd better look at it.""",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1604.16,1605.32,NOT_FOUND
6230,"John McCain said as early as last December, quote -- I'm paraphrasing -- ""I'm surprised about this subprime mortgage crisis,"" number one.",50,34_2008,8,8,27872,28010,,"{""Premise"": 26, ""O"": 3}",Premise,"John McCain said as early as last December, quote -- I'm paraphrasing -- ""I'm surprised about this subprime mortgage crisis,"" number one.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1605.32,1613.6,NOT_FOUND
6231,"Number two, with regard to bankruptcy now, Gwen, what we should be doing now -- and Barack Obama and I support it -- we should be allowing bankruptcy courts to be able to re-adjust not just the interest rate you're paying on your mortgage to be able to stay in your home, but be able to adjust the principal that you owe, the principal that you owe.",50,34_2008,9,9,28010,28360,,"{""O"": 27, ""Claim"": 47}",Claim,"Number two, with regard to bankruptcy now, Gwen, what we should be doing now -- and Barack Obama and I support it -- we should be allowing bankruptcy courts to be able to re-adjust not just the interest rate you're paying on your mortgage to be able to stay in your home, but be able to adjust the principal that you owe, the principal that you owe.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1613.6,1633.16,NOT_FOUND
6232,"That would keep people in their homes, actually help banks by keeping it from going under.",50,34_2008,10,10,28360,28451,,"{""Premise"": 17, ""O"": 1}",Premise,"That would keep people in their homes, actually help banks by keeping it from going under.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1633.16,1637.88,NOT_FOUND
6233,"But John McCain, as I understand it -- I'm not sure of this, but I believe John McCain and the governor don't support that.",50,34_2008,11,11,28451,28575,,"{""O"": 18, ""Claim"": 11}",O,"But John McCain, as I understand it -- I'm not sure of this, but I believe John McCain and the governor don't support that.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,1637.88,1644.08,NOT_FOUND
6234,There are ways to help people now.,50,34_2008,12,12,28575,28610,,"{""Claim"": 7, ""O"": 1}",Claim,There are ways to help people now.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1644.08,1646.2,NOT_FOUND
6235,And there -- ways that we're offering are not being supported by -- by the Bush administration nor do I believe by John McCain and Governor Palin.,50,34_2008,13,13,28610,28757,,"{""O"": 4, ""Claim"": 25}",Claim,And there -- ways that we're offering are not being supported by -- by the Bush administration nor do I believe by John McCain and Governor Palin.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1646.2,1655.44,NOT_FOUND
6236,"PALIN: That is not so, but because that's just a quick answer, I want to talk about, again, my record on energy versus your ticket's energy ticket, also.I think that this is important to come back to, with that energy policy plan again that was voted for in '05.",52,34_2008,0,0,28795,29058,,"{""O"": 55, ""Claim"": 4}",O," That is not so, but because that's just a quick answer, I want to talk about, again, my record on energy versus your ticket's energy ticket, also.I think that this is important to come back to, with that energy policy plan again that was voted for in '05.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1657.28,1675.16,NOT_FOUND
6237,"When we talk about energy, we have to consider the need to do all that we can to allow this nation to become energy independent.",52,34_2008,1,1,29058,29187,,"{""O"": 7, ""Claim"": 20}",Claim,"When we talk about energy, we have to consider the need to do all that we can to allow this nation to become energy independent.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1675.16,1683.16,NOT_FOUND
6238,It's a nonsensical position that we are in when we have domestic supplies of energy all over this great land.,52,34_2008,2,2,29187,29297,,"{""Claim"": 9, ""Premise"": 12, ""O"": 1}",Premise,It's a nonsensical position that we are in when we have domestic supplies of energy all over this great land.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1683.16,1689.64,NOT_FOUND
6239,"And East Coast politicians who don't allow energy-producing states like Alaska to produce these, to tap into them, and instead we're relying on foreign countries to produce for us.",52,34_2008,3,3,29297,29478,,"{""O"": 4, ""Premise"": 30}",Premise,"And East Coast politicians who don't allow energy-producing states like Alaska to produce these, to tap into them, and instead we're relying on foreign countries to produce for us.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,1689.64,1701.32,NOT_FOUND
6240,"PALIN: We're circulating about $700 billion a year into foreign countries, some who do not like America -- they certainly don't have our best interests at heart -- instead of those dollars circulating here, creating tens of thousands of jobs and allowing domestic supplies of energy to be tapped into and start flowing into these very, very hungry markets.Energy independence is the key to this nation's future, to our economic future, and to our national security.",53,34_2008,0,0,29480,29946,,"{""O"": 12, ""Premise"": 45, ""Claim"": 30}",Premise," We're circulating about $700 billion a year into foreign countries, some who do not like America -- they certainly don't have our best interests at heart -- instead of those dollars circulating here, creating tens of thousands of jobs and allowing domestic supplies of energy to be tapped into and start flowing into these very, very hungry markets.Energy independence is the key to this nation's future, to our economic future, and to our national security.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1701.32,1728.52,NOT_FOUND
6241,"So when we talk about energy plans, it's not just about who got a tax break and who didn't.",53,34_2008,1,1,29946,30038,,"{""O"": 2, ""Claim"": 21}",Claim,"So when we talk about energy plans, it's not just about who got a tax break and who didn't.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1728.52,1734.08,NOT_FOUND
6242,"And we're not giving oil companies tax breaks, but it's about a heck of a lot more than that.",53,34_2008,2,2,30038,30132,,"{""O"": 2, ""Claim"": 21}",Claim,"And we're not giving oil companies tax breaks, but it's about a heck of a lot more than that.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1734.08,1738.8,NOT_FOUND
6243,Energy independence is the key to America's future.,53,34_2008,3,3,30132,30184,,"{""Claim"": 9, ""O"": 1}",Claim,Energy independence is the key to America's future.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1738.8,1741.68,NOT_FOUND
6244,PALIN: Yes.,55,34_2008,0,0,30422,30434,,"{""O"": 4}",O, Yes.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,1754.8,1755.12,NOT_FOUND
6245,"Well, as the nation's only Arctic state and being the governor of that state, Alaska feels and sees impacts of climate change more so than any other state.",55,34_2008,1,1,30434,30590,,"{""O"": 4, ""Premise"": 14, ""Claim"": 14}",Premise,"Well, as the nation's only Arctic state and being the governor of that state, Alaska feels and sees impacts of climate change more so than any other state.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1755.12,1764.6,NOT_FOUND
6246,And we know that it's real.I'm not one to attribute every man -- activity of man to the changes in the climate.,55,34_2008,2,2,30590,30702,,"{""O"": 19, ""Claim"": 6}",O,And we know that it's real.I'm not one to attribute every man -- activity of man to the changes in the climate.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1764.6,1772.8,NOT_FOUND
6247,"There is something to be said also for man's activities, but also for the cyclical temperature changes on our planet.",55,34_2008,3,3,30702,30820,,"{""Claim"": 22, ""O"": 1}",Claim,"There is something to be said also for man's activities, but also for the cyclical temperature changes on our planet.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1772.8,1780.0,NOT_FOUND
6248,But there are real changes going on in our climate.,55,34_2008,4,4,30820,30872,,"{""Claim"": 10, ""O"": 1}",Claim,But there are real changes going on in our climate.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1780.0,1784.12,NOT_FOUND
6249,And I don't want to argue about the causes.,55,34_2008,5,5,30872,30916,,"{""O"": 11}",O,And I don't want to argue about the causes.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,1784.12,1786.44,NOT_FOUND
6250,"What I want to argue about is, how are we going to get there to positively affect the impacts?",55,34_2008,6,6,30916,31011,,"{""O"": 21}",O,"What I want to argue about is, how are we going to get there to positively affect the impacts?",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,1786.44,1792.6,NOT_FOUND
6251,We have got to clean up this planet.,55,34_2008,7,7,31011,31048,,"{""Claim"": 8, ""O"": 1}",Claim,We have got to clean up this planet.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1792.6,1794.72,NOT_FOUND
6252,"We have got to encourage other nations also to come along with us with the impacts of climate change, what we can do about that.",55,34_2008,8,8,31048,31177,,"{""Claim"": 19, ""O"": 8}",Claim,"We have got to encourage other nations also to come along with us with the impacts of climate change, what we can do about that.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1794.72,1802.64,NOT_FOUND
6253,"As governor, I was the first governor to form a climate change sub-cabinet to start dealing with the impacts.",55,34_2008,9,9,31177,31287,,"{""O"": 4, ""Premise"": 17}",Premise,"As governor, I was the first governor to form a climate change sub-cabinet to start dealing with the impacts.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,1802.64,1808.88,NOT_FOUND
6254,We've got to reduce emissions.,55,34_2008,10,10,31287,31318,,"{""Claim"": 6, ""O"": 1}",Claim,We've got to reduce emissions.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1808.88,1810.56,NOT_FOUND
6255,"John McCain is right there with an ""all of the above"" approach to deal with climate change impacts.",55,34_2008,11,11,31318,31418,,"{""Premise"": 20, ""O"": 1}",Premise,"John McCain is right there with an ""all of the above"" approach to deal with climate change impacts.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,1810.56,1815.72,NOT_FOUND
6256,We've got to become energy independent for that reason.,55,34_2008,12,12,31418,31474,,"{""Claim"": 10, ""O"": 1}",Claim,We've got to become energy independent for that reason.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1815.72,1818.96,NOT_FOUND
6257,"Also as we rely more and more on other countries that don't care as much about the climate as we do, we're allowing them to produce and to emit and even pollute more than America would ever stand for.",55,34_2008,13,13,31474,31675,,"{""O"": 2, ""Premise"": 41}",Premise,"Also as we rely more and more on other countries that don't care as much about the climate as we do, we're allowing them to produce and to emit and even pollute more than America would ever stand for.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,1818.96,1831.12,NOT_FOUND
6258,"So even in dealing with climate change, it's all the more reason that we have an ""all of the above"" approach, tapping into alternative sources of energy and conserving fuel, conserving our petroleum products and our hydrocarbons so that we can clean up this planet and deal with climate change.",55,34_2008,14,14,31675,31970,,"{""O"": 2, ""Claim"": 42, ""Premise"": 13}",Claim,"So even in dealing with climate change, it's all the more reason that we have an ""all of the above"" approach, tapping into alternative sources of energy and conserving fuel, conserving our petroleum products and our hydrocarbons so that we can clean up this planet and deal with climate change.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1831.12,1846.96,NOT_FOUND
6259,"BIDEN: Well, I think it is manmade.",57,34_2008,0,0,32038,32074,,"{""O"": 5, ""Claim"": 5}",O," Well, I think it is manmade.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,1850.92,1852.72,NOT_FOUND
6260,I think it's clearly manmade.,57,34_2008,1,1,32074,32104,,"{""Claim"": 6, ""O"": 1}",Claim,I think it's clearly manmade.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1852.72,1854.28,NOT_FOUND
6261,"And, look, this probably explains the biggest fundamental difference between John McCain and Barack Obama and Sarah Palin and Joe Biden -- Governor Palin and Joe Biden.If you don't understand what the cause is, it's virtually impossible to come up with a solution.",57,34_2008,2,2,32104,32369,,"{""Claim"": 28, ""Premise"": 20, ""O"": 1}",Claim,"And, look, this probably explains the biggest fundamental difference between John McCain and Barack Obama and Sarah Palin and Joe Biden -- Governor Palin and Joe Biden.If you don't understand what the cause is, it's virtually impossible to come up with a solution.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,1854.28,1868.72,NOT_FOUND
6262,We know what the cause is.,57,34_2008,3,3,32369,32396,,"{""Claim"": 6, ""O"": 1}",Claim,We know what the cause is.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1868.72,1870.52,NOT_FOUND
6263,The cause is manmade.,57,34_2008,4,4,32396,32418,,"{""Claim"": 4, ""O"": 1}",Claim,The cause is manmade.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1870.52,1872.28,NOT_FOUND
6264,That's the cause.,57,34_2008,5,5,32418,32436,,"{""Claim"": 4, ""O"": 1}",Claim,That's the cause.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1872.28,1873.68,NOT_FOUND
6265,That's why the polar icecap is melting.,57,34_2008,6,6,32436,32476,,"{""Claim"": 8, ""O"": 1}",Claim,That's why the polar icecap is melting.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1873.68,1875.44,NOT_FOUND
6266,"Now, let's look at the facts.",57,34_2008,7,7,32476,32506,,"{""O"": 9}",O,"Now, let's look at the facts.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,1875.44,1877.4,NOT_FOUND
6267,We have 3 percent of the world's oil reserves.,57,34_2008,8,8,32506,32553,,"{""Premise"": 10, ""O"": 1}",Premise,We have 3 percent of the world's oil reserves.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1877.4,1880.56,NOT_FOUND
6268,We consume 25 percent of the oil in the world.,57,34_2008,9,9,32553,32600,,"{""Premise"": 10, ""O"": 1}",Premise,We consume 25 percent of the oil in the world.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1880.56,1884.44,NOT_FOUND
6269,"John McCain has voted 20 times in the last decade-and-a-half against funding alternative energy sources, clean energy sources, wind, solar, biofuels.",57,34_2008,10,10,32600,32750,,"{""Premise"": 25, ""O"": 1}",Premise,"John McCain has voted 20 times in the last decade-and-a-half against funding alternative energy sources, clean energy sources, wind, solar, biofuels.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1884.44,1895.8,NOT_FOUND
6270,The way in which we can stop the greenhouse gases from emitting.,57,34_2008,11,11,32750,32815,,"{""Premise"": 12, ""O"": 1}",Premise,The way in which we can stop the greenhouse gases from emitting.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1895.8,1899.88,NOT_FOUND
